Customer ID,Churn Status
ADF0001,0
ADF0002,0
ADF0003,0
ADF0004,0
ADF0005,0
ADF0006,0
ADF0007,0
ADF0008,0
ADF0009,0
ADF0010,0
ADF0011,0
ADF0012,0
ADF0013,0
ADF0014,0
ADF0015,0
ADF0016,0
ADF0017,0
ADF0018,0
ADF0019,0
ADF0020,0
ADF0021,0
ADF0022,0
ADF0023,0
ADF0024,0
ADF0025,0
ADF0026,0
ADF0027,0
ADF0028,0
ADF0029,0
ADF0030,0
ADF0031,0
ADF0032,0
ADF0033,0
ADF0034,0
ADF0035,0
ADF0036,0
ADF0037,0
ADF0139,0
ADF0140,0
ADF0141,0
ADF0142,0
ADF0143,0
ADF0144,0
ADF0145,0
ADF0146,0
ADF0147,0
ADF0148,0
ADF0149,0
ADF0150,0
ADF0151,0
ADF0152,0
ADF0153,0
ADF0154,0
ADF0155,0
ADF0156,0
ADF0157,0
ADF0158,0
ADF0159,0
ADF0160,0
ADF0161,0
ADF0162,0
ADF0163,0
ADF0164,0
ADF0165,0
ADF0166,0
ADF0167,0
ADF0168,0
ADF0169,0
ADF0170,0
ADF0171,0
ADF0172,0
ADF0173,0
ADF0174,0
ADF0175,0
ADF0176,0
ADF0177,0
ADF0178,0
ADF0179,0
ADF0180,0
ADF0181,0
ADF0182,0
ADF0183,0
ADF0184,0
ADF0185,0
ADF0186,0
ADF0187,0
ADF0188,0
ADF0189,0
ADF0190,0
ADF0191,0
ADF0192,0
ADF0193,0
ADF0194,0
ADF0195,0
ADF0196,0
ADF0197,0
ADF0198,0
ADF0199,0
ADF0200,0
ADF0201,0
ADF0202,0
ADF0203,0
ADF0204,0
ADF0205,0
ADF0206,0
ADF0207,0
ADF0208,0
ADF0209,0
ADF0210,0
ADF0211,0
ADF0212,0
ADF0213,0
ADF0214,0
ADF0215,0
ADF0216,0
ADF0217,0
ADF0218,0
ADF0219,0
ADF0220,0
ADF0221,0
ADF0222,0
ADF0223,0
ADF0224,0
ADF0225,0
ADF0226,0
ADF0227,0
ADF0228,0
ADF0229,0
ADF0230,0
ADF0231,0
ADF0232,0
ADF0233,0
ADF0234,0
ADF0235,0
ADF0236,0
ADF0237,0
ADF0238,0
ADF0239,0
ADF0240,0
ADF0241,0
ADF0242,0
ADF0243,0
ADF0244,0
ADF0245,0
ADF0246,0
ADF0247,0
ADF0248,0
ADF0249,0
ADF0250,0
ADF0251,0
ADF0252,0
ADF0253,0
ADF0562,0
ADF0563,0
ADF0564,0
ADF0565,0
ADF0566,0
ADF0567,0
ADF0568,0
ADF0569,0
ADF0570,0
ADF0571,0
ADF0572,0
ADF0573,0
ADF0574,0
ADF0575,0
ADF0576,0
ADF0577,0
ADF0578,0
ADF0579,0
ADF0644,0
ADF0645,0
ADF0646,0
ADF0647,0
ADF0648,0
ADF0649,0
ADF0650,0
ADF0651,0
ADF0652,0
ADF0653,0
ADF0654,0
ADF0655,0
ADF0656,0
ADF0657,0
ADF0658,0
ADF0659,0
ADF0660,0
ADF0661,0
ADF0662,0
ADF0663,0
ADF0664,0
ADF0665,0
ADF0666,0
ADF0667,0
ADF0668,0
ADF0669,0
ADF0670,0
ADF0671,0
ADF0672,0
ADF0673,0
ADF0674,0
ADF0675,0
ADF0676,0
ADF0677,0
ADF0678,0
ADF0679,0
ADF0680,0
ADF0681,0
ADF0682,0
ADF0683,0
ADF0684,0
ADF0685,0
ADF0686,0
ADF0687,0
ADF0688,0
ADF0689,0
ADF0690,0
ADF0691,0
ADF0692,0
ADF0693,0
ADF0694,0
ADF0695,0
ADF0696,0
ADF0697,0
ADF0698,0
ADF0699,0
ADF0700,0
ADF0701,0
ADF0702,0
ADF0703,0
ADF0704,0
ADF0705,0
ADF0706,0
ADF0707,0
ADF0708,0
ADF0709,0
ADF0710,0
ADF0711,0
ADF0712,0
ADF0713,0
ADF0714,0
ADF0715,0
ADF0716,0
ADF0717,0
ADF0718,0
ADF0719,0
ADF0720,0
ADF0721,0
ADF0722,0
ADF0723,0
ADF0724,0
ADF0725,0
ADF0726,0
ADF0727,0
ADF0728,0
ADF0729,0
ADF0730,0
ADF0731,0
ADF0732,0
ADF0733,0
ADF0734,0
ADF0735,0
ADF0736,0
ADF0737,0
ADF0738,0
ADF0739,0
ADF0740,0
ADF0741,0
ADF0742,0
ADF0743,0
ADF0744,0
ADF0745,0
ADF0746,0
ADF0747,0
ADF0748,0
ADF0749,0
ADF0750,0
ADF0751,0
ADF0752,0
ADF0753,0
ADF0754,0
ADF0755,0
ADF0756,0
ADF0757,0
ADF0758,0
ADF0759,0
ADF0760,0
ADF0761,0
ADF0762,0
ADF0763,0
ADF0764,0
ADF0765,0
ADF0766,0
ADF0767,0
ADF0768,0
ADF0769,0
ADF0770,0
ADF0771,0
ADF0772,0
ADF0773,0
ADF0774,0
ADF0775,0
ADF0776,0
ADF0777,0
ADF0778,0
ADF0779,0
ADF0780,0
ADF0781,0
ADF0782,0
ADF0783,0
ADF0784,0
ADF0785,0
ADF0786,0
ADF0787,0
ADF0788,0
ADF0789,0
ADF0790,0
ADF0791,0
ADF0792,0
ADF0793,0
ADF0794,0
ADF0795,0
ADF0796,0
ADF0797,0
ADF0798,0
ADF0799,0
ADF0800,0
ADF0801,0
ADF0802,0
ADF0803,0
ADF0804,0
ADF0805,0
ADF0806,0
ADF0807,0
ADF0808,0
ADF0809,0
ADF0810,0
ADF0811,0
ADF0812,0
ADF0813,0
ADF0814,0
ADF0815,0
ADF0816,0
ADF0817,0
ADF0818,0
ADF0819,0
ADF0820,0
ADF0821,0
ADF0822,0
ADF0823,0
ADF0824,0
ADF0825,0
ADF0826,0
ADF0827,0
ADF0828,0
ADF0829,0
ADF0830,0
ADF0831,0
ADF0832,0
ADF0833,0
ADF0834,0
ADF0835,0
ADF0836,0
ADF0837,0
ADF0838,0
ADF0839,0
ADF0840,0
ADF0841,0
ADF0842,0
ADF0843,0
ADF0844,0
ADF0845,0
ADF0846,0
ADF0847,0
ADF0848,0
ADF0849,0
ADF0850,0
ADF0851,0
ADF0852,0
ADF0853,0
ADF0854,0
ADF0855,0
ADF0856,0
ADF0857,0
ADF0858,0
ADF0859,0
ADF0860,0
ADF0861,0
ADF0862,0
ADF0863,0
ADF0864,0
ADF0865,0
ADF0866,0
ADF0867,0
ADF0868,0
ADF0869,0
ADF0870,0
ADF0871,0
ADF0872,0
ADF0873,0
ADF0874,0
ADF0875,0
ADF0876,0
ADF0877,0
ADF0878,0
ADF0879,0
ADF0880,0
ADF0881,0
ADF0882,0
ADF0883,0
ADF0884,0
ADF0885,0
ADF0886,0
ADF0887,0
ADF0888,0
ADF0889,0
ADF0890,0
ADF0891,0
ADF0892,0
ADF0893,0
ADF0894,0
ADF0895,0
ADF0896,0
ADF0897,0
ADF0898,0
ADF0899,0
ADF0900,0
ADF0901,0
ADF0902,0
ADF0903,0
ADF0904,0
ADF0905,0
ADF0906,0
ADF0907,0
ADF0908,0
ADF0909,0
ADF0910,0
ADF0911,0
ADF0912,0
ADF0913,0
ADF0914,0
ADF0915,0
ADF0916,0
ADF0917,0
ADF0918,0
ADF0919,0
ADF0920,0
ADF0921,0
ADF0922,0
ADF0923,0
ADF0924,0
ADF0925,0
ADF0926,0
ADF0927,0
ADF0928,0
ADF0929,0
ADF0930,0
ADF0931,0
ADF0932,0
ADF0933,0
ADF0934,0
ADF0935,0
ADF0936,0
ADF0937,0
ADF0938,0
ADF0939,0
ADF0940,0
ADF0941,0
ADF0942,0
ADF0943,0
ADF0944,0
ADF0945,0
ADF0946,0
ADF0947,0
ADF0948,0
ADF0949,0
ADF0950,0
ADF0951,0
ADF0952,0
ADF0953,0
ADF0954,0
ADF0955,0
ADF0956,0
ADF0957,0
ADF0958,0
ADF0959,0
ADF0960,0
ADF0961,0
ADF0962,0
ADF0963,0
ADF0964,0
ADF0965,0
ADF0966,0
ADF0967,0
ADF0968,0
ADF0969,0
ADF0970,0
ADF0971,0
ADF0972,0
ADF0973,0
ADF0974,0
ADF0975,0
ADF0976,0
ADF0977,0
ADF0978,0
ADF0979,0
ADF0980,0
ADF0981,0
ADF0982,0
ADF0983,0
ADF0984,0
ADF0985,0
ADF0986,0
ADF0987,0
ADF0988,0
ADF0989,0
ADF0990,0
ADF0991,0
ADF0992,0
ADF0993,0
ADF0994,0
ADF0995,0
ADF0996,0
ADF0997,0
ADF0998,0
ADF0999,0
ADF1000,0
ADF1001,0
ADF1002,0
ADF1003,0
ADF1004,0
ADF1005,0
ADF1006,0
ADF1007,0
ADF1008,0
ADF1009,0
ADF1010,0
ADF1011,0
ADF1012,0
ADF1013,0
ADF1014,0
ADF1015,0
ADF1016,0
ADF1017,0
ADF1018,0
ADF1019,0
ADF1020,0
ADF1021,0
ADF1022,0
ADF1023,0
ADF1024,0
ADF1025,0
ADF1026,0
ADF1856,0
ADF1857,0
ADF1858,0
ADF1859,0
ADF1860,0
ADF1861,0
ADF1862,0
ADF1863,0
ADF1864,0
ADF1865,0
ADF1866,0
ADF1867,0
ADF1868,0
ADF1869,0
ADF1870,0
ADF1871,0
ADF1872,0
ADF1873,0
ADF1874,0
ADF1875,0
ADF1876,0
ADF1877,0
ADF1878,0
ADF1930,0
ADF1931,0
ADF1932,0
ADF1933,0
ADF1934,0
ADF1935,0
ADF1936,0
ADF1937,0
ADF1938,0
ADF1939,0
ADF1940,0
ADF1941,0
ADF1942,0
ADF1943,0
ADF1944,0
ADF1945,0
ADF1946,0
ADF1947,0
ADF1948,0
ADF1949,0
ADF1950,0
ADF1951,0
ADF1952,0
ADF1953,0
